Generation number,Best fitness,Best genome,Worst fitness,Worst genome,Mean,Average,Standard deviation
32,107.79804229736328,"Genome{fitness:107.79804229736328,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",108.4840087890625,"Genome{fitness:108.4840087890625,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:217},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:245},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.10383910748255865},IntegerGene{label:batch_size,min:100,max:400,val:100},]}",108.08546104431153,108.08546104431153,0.1475683889033968
33,107.79804229736328,"Genome{fitness:107.79804229736328,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",108.63921356201172,"Genome{fitness:108.63921356201172,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.17459588439388185},IntegerGene{label:hidden_2_units,min:10,max:250,val:245},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05},IntegerGene{label:batch_size,min:100,max:400,val:109},]}",108.11499366760253,108.11499366760253,0.19696796653019757
34,107.79804229736328,"Genome{fitness:107.79804229736328,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",109.0419921875,"Genome{fitness:109.0419921875,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:222},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:234},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.1283173556868677},IntegerGene{label:batch_size,min:100,max:400,val:109},]}",108.15439910888672,108.15439910888672,0.2875549356769347
35,107.79804229736328,"Genome{fitness:107.79804229736328,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",108.97856903076172,"Genome{fitness:108.97856903076172,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:100},]}",108.08159484863282,108.08159484863282,0.2494500432590772
36,107.79804229736328,"Genome{fitness:107.79804229736328,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",110.25061798095703,"Genome{fitness:110.25061798095703,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.31423646266210525},IntegerGene{label:hidden_2_units,min:10,max:250,val:245},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05},IntegerGene{label:batch_size,min:100,max:400,val:298},]}",108.14496192932128,108.14496192932128,0.5046001689630593
37,107.79804229736328,"Genome{fitness:107.79804229736328,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",108.8604736328125,"Genome{fitness:108.8604736328125,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:190},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.14896404273262454},IntegerGene{label:batch_size,min:100,max:400,val:168},]}",108.06862106323243,108.06862106323243,0.2437117611427505
38,107.79804229736328,"Genome{fitness:107.79804229736328,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",110.64868927001953,"Genome{fitness:110.64868927001953,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:222},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.2440997078498166},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.14896404273262454},IntegerGene{label:batch_size,min:100,max:400,val:102},]}",108.21678314208984,108.21678314208984,0.63712703300681
39,107.79804229736328,"Genome{fitness:107.79804229736328,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",108.8909683227539,"Genome{fitness:108.8909683227539,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:170},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:190},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",108.02069053649902,108.02069053649902,0.2214653485913959
40,107.79804229736328,"Genome{fitness:107.79804229736328,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",109.18141174316406,"Genome{fitness:109.18141174316406,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:222},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.15358350101023682},IntegerGene{label:hidden_2_units,min:10,max:250,val:176},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:100},]}",108.11558570861817,108.11558570861817,0.3753322431304716
41,107.79804229736328,"Genome{fitness:107.79804229736328,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",108.6521224975586,"Genome{fitness:108.6521224975586,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:216},]}",108.06974258422852,108.06974258422852,0.24002040294444812
42,107.79804229736328,"Genome{fitness:107.79804229736328,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",109.22137451171875,"Genome{fitness:109.22137451171875,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",108.10649795532227,108.10649795532227,0.35790365601497476
43,107.79804229736328,"Genome{fitness:107.79804229736328,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",122.31623840332031,"Genome{fitness:122.31623840332031,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05},IntegerGene{label:batch_size,min:100,max:400,val:335},]}",108.8485782623291,108.8485782623291,3.1136995547885817
44,107.79804229736328,"Genome{fitness:107.79804229736328,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",108.67167663574219,"Genome{fitness:108.67167663574219,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.2526652709191574},IntegerGene{label:hidden_2_units,min:10,max:250,val:245},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",108.05484008789062,108.05484008789062,0.23002805609804675
45,107.79804229736328,"Genome{fitness:107.79804229736328,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",109.21372985839844,"Genome{fitness:109.21372985839844,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.35218594288191746},IntegerGene{label:hidden_2_units,min:10,max:250,val:122},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",108.1629539489746,108.1629539489746,0.4283819444102072
46,107.79804229736328,"Genome{fitness:107.79804229736328,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:250},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05709179251581346},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",110.19564819335938,"Genome{fitness:110.19564819335938,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:222},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:132},]}",108.16518630981446,108.16518630981446,0.572591790442407
47,107.65254974365234,"Genome{fitness:107.65254974365234,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.10555358418044564},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",108.70516204833984,"Genome{fitness:108.70516204833984,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.10555358418044564},IntegerGene{label:hidden_2_units,min:10,max:250,val:190},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:100},]}",108.04104270935059,108.04104270935059,0.2870958532105451
48,107.65254974365234,"Genome{fitness:107.65254974365234,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.10555358418044564},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",109.93512725830078,"Genome{fitness:109.93512725830078,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:236},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.09228420805376719},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",108.11005477905273,108.11005477905273,0.46771255011719853
49,107.65254974365234,"Genome{fitness:107.65254974365234,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.10555358418044564},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",108.29303741455078,"Genome{fitness:108.29303741455078,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:242},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.27839707423130533},IntegerGene{label:hidden_2_units,min:10,max:250,val:245},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05},IntegerGene{label:batch_size,min:100,max:400,val:100},]}",107.97862586975097,107.97862586975097,0.14899174168494614
50,107.65254974365234,"Genome{fitness:107.65254974365234,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.10555358418044564},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",108.84066009521484,"Genome{fitness:108.84066009521484,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:222},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.28008428408759306},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05},IntegerGene{label:batch_size,min:100,max:400,val:100},]}",108.04935035705566,108.04935035705566,0.2731203254799996
51,107.65254974365234,"Genome{fitness:107.65254974365234,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.10555358418044564},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",109.01697540283203,"Genome{fitness:109.01697540283203,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:236},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:250},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.14896404273262454},IntegerGene{label:batch_size,min:100,max:400,val:280},]}",108.06946144104003,108.06946144104003,0.33904019214093584
52,107.65254974365234,"Genome{fitness:107.65254974365234,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.10555358418044564},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",108.57002258300781,"Genome{fitness:108.57002258300781,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:236},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.10555358418044564},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.09624786676589318},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",108.00554580688477,108.00554580688477,0.22364214363240625
53,107.65254974365234,"Genome{fitness:107.65254974365234,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.10555358418044564},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",108.94025421142578,"Genome{fitness:108.94025421142578,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:236},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:100},]}",108.08625831604004,108.08625831604004,0.33384950742721164
54,107.65254974365234,"Genome{fitness:107.65254974365234,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.10555358418044564},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",109.32364654541016,"Genome{fitness:109.32364654541016,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:222},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.25046610982215733},IntegerGene{label:hidden_2_units,min:10,max:250,val:190},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:111},]}",108.01088943481446,108.01088943481446,0.32116248832021815
55,107.65254974365234,"Genome{fitness:107.65254974365234,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.10555358418044564},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",108.67976379394531,"Genome{fitness:108.67976379394531,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:236},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.3055511856172301},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05},IntegerGene{label:batch_size,min:100,max:400,val:204},]}",108.03232955932617,108.03232955932617,0.25112912610547944
56,107.65126037597656,"Genome{fitness:107.65126037597656,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.20259532203410402},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",109.74807739257812,"Genome{fitness:109.74807739257812,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.10555358418044564},IntegerGene{label:hidden_2_units,min:10,max:250,val:203},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:170},]}",108.03565292358398,108.03565292358398,0.4345753441134902
57,107.65126037597656,"Genome{fitness:107.65126037597656,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.20259532203410402},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",110.23515319824219,"Genome{fitness:110.23515319824219,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:187},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.10555358418044564},IntegerGene{label:hidden_2_units,min:10,max:250,val:249},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",108.1871395111084,108.1871395111084,0.6953590263768769
58,107.65126037597656,"Genome{fitness:107.65126037597656,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.20259532203410402},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",108.70857238769531,"Genome{fitness:108.70857238769531,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.20259532203410402},IntegerGene{label:hidden_2_units,min:10,max:250,val:250},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.14896404273262454},IntegerGene{label:batch_size,min:100,max:400,val:177},]}",107.99869918823242,107.99869918823242,0.29107097707472995
59,107.65126037597656,"Genome{fitness:107.65126037597656,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.20259532203410402},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",109.6213607788086,"Genome{fitness:109.6213607788086,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:236},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.2890504846477079},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",108.07079010009765,108.07079010009765,0.457236113056685
60,107.65126037597656,"Genome{fitness:107.65126037597656,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.20259532203410402},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",111.45175170898438,"Genome{fitness:111.45175170898438,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:222},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.13478700859967535},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.14896404273262454},IntegerGene{label:batch_size,min:100,max:400,val:177},]}",108.16047859191895,108.16047859191895,0.8306833299701464
61,107.65126037597656,"Genome{fitness:107.65126037597656,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.20259532203410402},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",108.88777923583984,"Genome{fitness:108.88777923583984,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.10555358418044564},IntegerGene{label:hidden_2_units,min:10,max:250,val:250},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.1232719969232663},IntegerGene{label:batch_size,min:100,max:400,val:121},]}",107.94580383300782,107.94580383300782,0.254488456064064
62,107.65126037597656,"Genome{fitness:107.65126037597656,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.20259532203410402},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",110.49919128417969,"Genome{fitness:110.49919128417969,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.05},IntegerGene{label:hidden_2_units,min:10,max:250,val:189},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05},IntegerGene{label:batch_size,min:100,max:400,val:240},]}",108.07909240722657,108.07909240722657,0.6130682950450806
63,107.65126037597656,"Genome{fitness:107.65126037597656,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.20259532203410402},IntegerGene{label:hidden_2_units,min:10,max:250,val:240},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",109.49858856201172,"Genome{fitness:109.49858856201172,genes:[IntegerGene{label:hidden_1_units,min:10,max:250,val:158},FloatGene{label:hidden_1_dropout_rate,min:0.05,max:0.5,val:0.20259532203410402},IntegerGene{label:hidden_2_units,min:10,max:250,val:195},FloatGene{label:hidden_2_dropout_rate,min:0.05,max:0.5,val:0.05921877684620268},IntegerGene{label:batch_size,min:100,max:400,val:213},]}",108.05505599975587,108.05505599975587,0.47958099207938804
