Generation number,Best fitness      ,Best genome                                                                                                                                                                                                                                                                                                                                                                    ,Worst fitness     ,Worst genome                                                                                                                                                                                                                                                                                                                                                                   ,Mean              ,Average           ,Standard deviation
30               ,107.93341064453125,"Genome{fitness:107.93341064453125,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:181},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,108.7106704711914 ,"Genome{fitness:108.7106704711914,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.21029480373978418},IntegerGene{label:hidden_2_units,min:10,max:200,val:184},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.10938793468316835},IntegerGene{label:batch_size,min:100,max:400,val:170},]}" ,108.20070838928223,108.20070838928223,0.17061642813424255
31               ,107.93341064453125,"Genome{fitness:107.93341064453125,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:181},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,109.35643005371094,"Genome{fitness:109.35643005371094,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:hidden_2_units,min:10,max:200,val:200},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:101},]}"                                ,108.30208740234374,108.30208740234374,0.37632931106603246
32               ,107.93341064453125,"Genome{fitness:107.93341064453125,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:181},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,109.15998077392578,"Genome{fitness:109.15998077392578,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:154},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.3671202541531184},IntegerGene{label:batch_size,min:100,max:400,val:173},]}"  ,108.27159233093262,108.27159233093262,0.32468511323053123
33               ,107.93341064453125,"Genome{fitness:107.93341064453125,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:181},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,110.31739807128906,"Genome{fitness:110.31739807128906,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:154},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.10938793468316835},IntegerGene{label:batch_size,min:100,max:400,val:285},]}" ,108.29653358459473,108.29653358459473,0.5060730178178032
34               ,107.93341064453125,"Genome{fitness:107.93341064453125,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:181},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,109.5478286743164 ,"Genome{fitness:109.5478286743164,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:273},]}"                  ,108.30661582946777,108.30661582946777,0.4111974214412615
35               ,107.93341064453125,"Genome{fitness:107.93341064453125,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:181},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,109.142822265625  ,"Genome{fitness:109.142822265625,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1007717970473254},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.10938793468316835},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"   ,108.23784408569335,108.23784408569335,0.28587315819339265
36               ,107.93341064453125,"Genome{fitness:107.93341064453125,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:181},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,109.51180267333984,"Genome{fitness:109.51180267333984,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:154},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.10938793468316835},IntegerGene{label:batch_size,min:100,max:400,val:266},]}" ,108.24734039306641,108.24734039306641,0.38183213567578916
37               ,107.93341064453125,"Genome{fitness:107.93341064453125,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:181},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,111.52942657470703,"Genome{fitness:111.52942657470703,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1007717970473254},IntegerGene{label:hidden_2_units,min:10,max:200,val:200},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.20622950148763697},IntegerGene{label:batch_size,min:100,max:400,val:239},]}" ,108.35072593688965,108.35072593688965,0.7666736152649105
38               ,107.87474060058594,"Genome{fitness:107.87474060058594,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:200},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.10938793468316835},IntegerGene{label:batch_size,min:100,max:400,val:188},]}" ,109.97634887695312,"Genome{fitness:109.97634887695312,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:132},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:200},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.2536734974267524},IntegerGene{label:batch_size,min:100,max:400,val:113},]}"  ,108.21175765991211,108.21175765991211,0.4331301120260804
39               ,107.87474060058594,"Genome{fitness:107.87474060058594,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:200},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.10938793468316835},IntegerGene{label:batch_size,min:100,max:400,val:188},]}" ,108.64600372314453,"Genome{fitness:108.64600372314453,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,108.1170581817627 ,108.1170581817627 ,0.18478201224076657
40               ,107.85316467285156,"Genome{fitness:107.85316467285156,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:138},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,109.24011993408203,"Genome{fitness:109.24011993408203,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:138},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2798132861936564},IntegerGene{label:hidden_2_units,min:10,max:200,val:126},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.11377368437854384},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,108.10202903747559,108.10202903747559,0.2773646029323049
41               ,107.85316467285156,"Genome{fitness:107.85316467285156,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:138},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,108.76678466796875,"Genome{fitness:108.76678466796875,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:148},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,108.10912322998047,108.10912322998047,0.2338979795010845
42               ,107.85316467285156,"Genome{fitness:107.85316467285156,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:138},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,108.57305908203125,"Genome{fitness:108.57305908203125,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:152},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1007717970473254},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.10938793468316835},IntegerGene{label:batch_size,min:100,max:400,val:168},]}" ,108.08543472290039,108.08543472290039,0.19303396183879215
43               ,107.85316467285156,"Genome{fitness:107.85316467285156,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:138},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,110.49565887451172,"Genome{fitness:110.49565887451172,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:200},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:303},]}"                 ,108.31487846374512,108.31487846374512,0.6252084185240563
44               ,107.85316467285156,"Genome{fitness:107.85316467285156,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:138},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,109.1173324584961 ,"Genome{fitness:109.1173324584961,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:200},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.25455174261729374},IntegerGene{label:hidden_2_units,min:10,max:200,val:162},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                 ,108.11990966796876,108.11990966796876,0.2863326205108697
45               ,107.8277359008789 ,"Genome{fitness:107.8277359008789,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:163},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                  ,109.29576873779297,"Genome{fitness:109.29576873779297,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.10938793468316835},IntegerGene{label:batch_size,min:100,max:400,val:104},]}" ,108.14654159545898,108.14654159545898,0.34599961264279383
46               ,107.8277359008789 ,"Genome{fitness:107.8277359008789,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:163},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                  ,109.0034408569336 ,"Genome{fitness:109.0034408569336,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:181},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.14443887829840454},IntegerGene{label:hidden_2_units,min:10,max:200,val:142},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.10938793468316835},IntegerGene{label:batch_size,min:100,max:400,val:118},]}" ,108.0976993560791 ,108.0976993560791 ,0.2966007454648407
47               ,107.8277359008789 ,"Genome{fitness:107.8277359008789,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:163},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                  ,115.75032806396484,"Genome{fitness:115.75032806396484,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.15100215228991268},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14320070500157303},IntegerGene{label:batch_size,min:100,max:400,val:321},]}",108.49362907409667,108.49362907409667,1.683908121874994
48               ,107.8277359008789 ,"Genome{fitness:107.8277359008789,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:163},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                  ,108.80672454833984,"Genome{fitness:108.80672454833984,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:138},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.14697389739762806},IntegerGene{label:batch_size,min:100,max:400,val:168},]}" ,108.05358810424805,108.05358810424805,0.20646337790137317
49               ,107.8277359008789 ,"Genome{fitness:107.8277359008789,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:163},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                  ,108.88065338134766,"Genome{fitness:108.88065338134766,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:228},]}"                 ,108.11280364990235,108.11280364990235,0.27930671343197766
50               ,107.8277359008789 ,"Genome{fitness:107.8277359008789,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:163},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                  ,109.27629852294922,"Genome{fitness:109.27629852294922,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:138},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.19584634553338848},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                ,108.15661544799805,108.15661544799805,0.3703816101690041
51               ,107.8277359008789 ,"Genome{fitness:107.8277359008789,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:163},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                  ,109.68780517578125,"Genome{fitness:109.68780517578125,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.30614055220737707},IntegerGene{label:hidden_2_units,min:10,max:200,val:154},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.10938793468316835},IntegerGene{label:batch_size,min:100,max:400,val:271},]}",108.15318794250489,108.15318794250489,0.4097781024363881
52               ,107.8277359008789 ,"Genome{fitness:107.8277359008789,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:163},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                  ,108.75090789794922,"Genome{fitness:108.75090789794922,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:157},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.21029480373978418},IntegerGene{label:hidden_2_units,min:10,max:200,val:200},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.2536734974267524},IntegerGene{label:batch_size,min:100,max:400,val:162},]}" ,108.06292724609375,108.06292724609375,0.24502330774885833
53               ,107.8277359008789 ,"Genome{fitness:107.8277359008789,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:163},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                  ,109.43084716796875,"Genome{fitness:109.43084716796875,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:157},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:154},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.2536734974267524},IntegerGene{label:batch_size,min:100,max:400,val:181},]}"  ,108.09953308105469,108.09953308105469,0.34565774239529584
54               ,107.8277359008789 ,"Genome{fitness:107.8277359008789,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:163},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:208},]}"                  ,108.7249984741211 ,"Genome{fitness:108.7249984741211,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:157},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.2273480960997285},IntegerGene{label:hidden_2_units,min:10,max:200,val:117},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.10938793468316835},IntegerGene{label:batch_size,min:100,max:400,val:168},]}"  ,108.02791900634766,108.02791900634766,0.20668852662483297
55               ,107.80207061767578,"Genome{fitness:107.80207061767578,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:138},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.11377368437854384},IntegerGene{label:batch_size,min:100,max:400,val:167},]}" ,108.92727661132812,"Genome{fitness:108.92727661132812,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.1},IntegerGene{label:batch_size,min:100,max:400,val:162},]}"                 ,108.03720397949219,108.03720397949219,0.2649756532960671
56               ,107.80207061767578,"Genome{fitness:107.80207061767578,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:138},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.11377368437854384},IntegerGene{label:batch_size,min:100,max:400,val:167},]}" ,108.53314208984375,"Genome{fitness:108.53314208984375,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:144},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.21029480373978418},IntegerGene{label:hidden_2_units,min:10,max:200,val:154},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.10938793468316835},IntegerGene{label:batch_size,min:100,max:400,val:208},]}",108.03981475830078,108.03981475830078,0.2337578919731596
57               ,107.80207061767578,"Genome{fitness:107.80207061767578,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:138},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.11377368437854384},IntegerGene{label:batch_size,min:100,max:400,val:167},]}" ,108.76050567626953,"Genome{fitness:108.76050567626953,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:161},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:137},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.11377368437854384},IntegerGene{label:batch_size,min:100,max:400,val:208},]}" ,108.03928680419922,108.03928680419922,0.2382241505002834
58               ,107.80207061767578,"Genome{fitness:107.80207061767578,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:138},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.11377368437854384},IntegerGene{label:batch_size,min:100,max:400,val:167},]}" ,113.68505096435547,"Genome{fitness:113.68505096435547,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:161},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.17958647006547065},IntegerGene{label:hidden_2_units,min:10,max:200,val:154},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.11377368437854384},IntegerGene{label:batch_size,min:100,max:400,val:208},]}",108.32640228271484,108.32640228271484,1.2657976315614676
59               ,107.80207061767578,"Genome{fitness:107.80207061767578,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:138},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.11377368437854384},IntegerGene{label:batch_size,min:100,max:400,val:167},]}" ,110.45153045654297,"Genome{fitness:110.45153045654297,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:149},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1007717970473254},IntegerGene{label:hidden_2_units,min:10,max:200,val:154},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.10938793468316835},IntegerGene{label:batch_size,min:100,max:400,val:168},]}" ,108.22054061889648,108.22054061889648,0.6447689340988386
60               ,107.80207061767578,"Genome{fitness:107.80207061767578,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:138},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1868896715468103},IntegerGene{label:hidden_2_units,min:10,max:200,val:151},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.11377368437854384},IntegerGene{label:batch_size,min:100,max:400,val:167},]}" ,109.21724700927734,"Genome{fitness:109.21724700927734,genes:[IntegerGene{label:hidden_1_units,min:10,max:200,val:168},FloatGene{lab:hidden_1_dropout_rate,min:0.1,max:0.5,val:0.1007717970473254},IntegerGene{label:hidden_2_units,min:10,max:200,val:133},FloatGene{lab:hidden_2_dropout_rate,min:0.1,max:0.5,val:0.10938793468316835},IntegerGene{label:batch_size,min:100,max:400,val:168},]}" ,108.04493141174316,108.04493141174316,0.3327317566084806
